,Day,yyyy_mm_dd,facility_county,ENCOUNTER_FACILITY_NAME,ENCOUNTER_FACILITY_STREET,ENCOUNTER_FACILITY_CITY,ENCOUNTER_FACILITY_STATE,ENCOUNTER_FACILITY_ZIP,mem_cnt,covid19_related_mem_cnt
3718,03-06,2020-03-06,Norfolk,Norwood Hospital,800 Washington St.,Norwood,MA,02062,6,0.0
3719,03-07,2020-03-07,Plymouth,Life Care Center of Plymouth - SNF,94 Obery St,Plymouth,MA,02360,1,1.0
3720,03-10,2020-03-10,Worcester,Heywood Hospital,242 Green Street,Gardner,MA,01440,1,0.0
3721,03-12,2020-03-12,0,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,6,0.0
3722,03-25,2020-03-25,Franklin,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,1,0.0
3723,03-29,2020-03-29,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,1,0.0
3724,03-29,2020-03-29,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,3,1.0
3725,01-16,2020-01-16,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,5,0.0
3726,01-18,2020-01-18,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,6,4.0
3727,01-20,2020-01-20,Worcester,UMass Memorial - Clinton,201 Highland St.,Clinton,MA,01510,3,1.0
3728,01-25,2020-01-25,Worcester,Athol Hospital,2033 Main St,Athol,MA,01331,1,0.0
3729,01-31,2020-01-31,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,8,4.0
3730,02-09,2020-02-09,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,3,2.0
3731,02-11,2020-02-11,Norfolk,Norwood Hospital,800 Washington St.,Norwood,MA,02062,8,0.0
3732,02-18,2020-02-18,Hampden,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,4,0.0
3733,02-18,2020-02-18,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,6,3.0
3734,02-18,2020-02-18,Suffolk,Spaulding Rehabiliation Hospital - Boston,300 First Avenue,Charlestown,MA,02129,1,0.0
3735,02-20,2020-02-20,Hampden,Holyoke Medical Center,575 Beech St,Holyoke,MA,01040,3,0.0
3736,02-23,2020-02-23,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,4,0.0
3737,02-25,2020-02-25,Essex,Holy Family Hospital - Methuen,70 East St.,Methuen,MA,01844,1,0.0
3738,02-25,2020-02-25,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,8,2.0
3739,03-05,2020-03-05,Worcester,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,1,0.0
3740,03-09,2020-03-09,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,6,5.0
3741,03-12,2020-03-12,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,10,7.0
3742,03-14,2020-03-14,0,Harrington Hospital,100 South Street,Southbridge,MA,1550,2,0.0
3743,03-17,2020-03-17,Plymouth,Queen Anne Nursing Home - SNF,50 Recreation Park Dr.,Hingham,MA,02043,1,0.0
3744,03-23,2020-03-23,Hampden,Holyoke Medical Center,575 Beech St,Holyoke,MA,01040,3,0.0
3745,03-25,2020-03-25,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,2,2.0
3746,03-25,2020-03-25,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,4,2.0
3747,03-27,2020-03-27,Bristol,Sturdy Memorial Hospital,211 Park St,Attleboro,MA,02703,2,0.0
3748,03-27,2020-03-27,Hampden,Baystate Noble Hospital,115 West Silver Street,Westfield,MA,01085,1,0.0
3749,01-05,2020-01-05,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,4,0.0
3750,01-06,2020-01-06,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,3,0.0
3751,01-06,2020-01-06,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,9,5.0
3752,01-06,2020-01-06,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,9,1.0
3753,01-08,2020-01-08,Hampden,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,12,0.0
3754,01-16,2020-01-16,Suffolk,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,6,0.0
3755,01-22,2020-01-22,Suffolk,Massachusetts General Hospital,55 Fruit Street,Boston,MA,02114,19,7.0
3756,01-31,2020-01-31,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,2,1.0
3757,02-04,2020-02-04,Suffolk,Tufts Medical Center,"800 Washington St,",Boston,MA,02111,2,0.0
3758,02-07,2020-02-07,Suffolk,Tufts Medical Center,"800 Washington St,",Boston,MA,02111,2,0.0
3759,02-28,2020-02-28,Worcester,UMass Memorial - Medical Center University,55 N Lake Ave.,Worcester,MA,01655,11,5.0
3760,03-05,2020-03-05,Plymouth,Tobey Hospital,43 High Street,Wareham,MA,02571,4,3.0
3761,03-08,2020-03-08,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,4,0.0
3762,03-17,2020-03-17,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,1,0.0
3763,03-22,2020-03-22,Hampden,Baystate Noble Hospital,115 West Silver Street,Westfield,MA,01085,1,0.0
3764,03-27,2020-03-27,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,2,2.0
3765,01-02,2020-01-02,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,5,1.0
3766,01-02,2020-01-02,Suffolk,Massachusetts General Hospital,55 Fruit Street,Boston,MA,02114,3,1.0
3767,01-05,2020-01-05,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,4,0.0
3768,01-06,2020-01-06,Hampden,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,4,0.0
3769,01-07,2020-01-07,Middlesex,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,3,2.0
3770,01-10,2020-01-10,Middlesex,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,2,0.0
3771,01-17,2020-01-17,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,8,4.0
3772,01-22,2020-01-22,Suffolk,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,1,0.0
3773,01-30,2020-01-30,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,4,0.0
3774,02-05,2020-02-05,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,4,0.0
3775,02-07,2020-02-07,Worcester,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,1,0.0
3776,03-17,2020-03-17,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,4,0.0
3777,03-20,2020-03-20,Middlesex,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,2,1.0
3778,03-23,2020-03-23,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,2,0.0
3779,01-03,2020-01-03,0,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,8,0.0
3780,01-07,2020-01-07,Suffolk,Spaulding Rehabiliation Hospital - Boston,300 First Avenue,Charlestown,MA,02129,1,0.0
3781,01-10,2020-01-10,Plymouth,Brockton Hospital,680 Centre St,Brockton,MA,02302,2,0.0
3782,01-13,2020-01-13,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,3,0.0
3783,01-14,2020-01-14,Middlesex,UMass Memorial - Marlborough,159 Union St Suite 103,Marlborough,MA,01752,2,1.0
3784,01-18,2020-01-18,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,7,5.0
3785,01-21,2020-01-21,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,3,0.0
3786,01-28,2020-01-28,Essex,Lawrence General Hospital,1 General St,Lawrence,MA,01841,2,1.0
3787,01-30,2020-01-30,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,4,0.0
3788,02-03,2020-02-03,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,2,0.0
3789,02-06,2020-02-06,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,10,2.0
3790,02-07,2020-02-07,Middlesex,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,3,1.0
3791,02-07,2020-02-07,Plymouth,Tobey Hospital,43 High Street,Wareham,MA,02571,1,1.0
3792,02-10,2020-02-10,Hampden,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,2,0.0
3793,02-10,2020-02-10,Middlesex,Melrose-Wakefield Medical,888 Main Street,Wakefield,MA,01880,1,0.0
3794,02-16,2020-02-16,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,2,0.0
3795,02-28,2020-02-28,Plymouth,Queen Anne Nursing Home - SNF,50 Recreation Park Dr.,Hingham,MA,02043,1,0.0
3796,03-09,2020-03-09,Worcester,Heywood Hospital,242 Green Street,Gardner,MA,01440,1,0.0
3797,03-11,2020-03-11,Plymouth,Life Care Center of West Bridgewater - SNF,765 W Center St,West Bridgewater,MA,02379,1,0.0
3798,03-12,2020-03-12,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,4,1.0
3799,03-13,2020-03-13,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,3,0.0
3800,03-18,2020-03-18,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,1,0.0
3801,03-19,2020-03-19,Worcester,UMass Memorial Medical Center,119 Belmont Street,Worcester,MA,01605,5,2.0
3802,03-22,2020-03-22,Suffolk,Brigham And Women's Hospital,75 Francis St,Boston,MA,02115,4,0.0
3803,03-23,2020-03-23,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,2,2.0
3804,03-26,2020-03-26,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,3,1.0
3805,03-27,2020-03-27,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,3,3.0
3806,01-02,2020-01-02,Worcester,Heywood Hospital,242 Green Street,Gardner,MA,01440,2,0.0
3807,01-07,2020-01-07,0,Harrington Hospital,100 South Street,Southbridge,MA,1550,2,0.0
3808,01-07,2020-01-07,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,4,0.0
3809,01-08,2020-01-08,Middlesex,Nashoba Valley Medical Center,200 Groton Road,Ayer,MA,01432,3,0.0
3810,01-09,2020-01-09,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,9,7.0
3811,01-10,2020-01-10,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,9,4.0
3812,01-13,2020-01-13,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,2,0.0
3813,01-15,2020-01-15,Barnstable,Spaulding Rehabiliation Hospital - Cape Cod,311 Service Road,East Sandwich,MA,02537,1,0.0
3814,01-16,2020-01-16,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,14,4.0
3815,01-19,2020-01-19,Essex,Holy Family Hospital-Haverhill,140 Lincoln Ave.,Haverhill,MA,01830,2,0.0
3816,01-20,2020-01-20,Suffolk,Brigham and Women's Faulkner Hospital,1153 Centre St,Boston,MA,02130,1,0.0
3817,01-22,2020-01-22,Worcester,UMass Memorial - Clinton,201 Highland St.,Clinton,MA,01510,1,0.0
3818,01-24,2020-01-24,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,9,7.0
3819,01-24,2020-01-24,Middlesex,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,3,2.0
3820,01-27,2020-01-27,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,2,0.0
3821,01-28,2020-01-28,Essex,Holy Family Hospital-Haverhill,140 Lincoln Ave.,Haverhill,MA,01830,1,0.0
3822,01-29,2020-01-29,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,3,2.0
3823,01-30,2020-01-30,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,2,0.0
3824,02-03,2020-02-03,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,7,3.0
3825,02-09,2020-02-09,Suffolk,Tufts Medical Center,"800 Washington St,",Boston,MA,02111,2,0.0
3826,02-13,2020-02-13,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,4,1.0
3827,02-21,2020-02-21,Hampden,Baystate Medical Center,"759 Chestnut St,",Springfield,MA,01199,10,0.0
3828,03-04,2020-03-04,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,7,0.0
3829,03-06,2020-03-06,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,7,0.0
3830,03-07,2020-03-07,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,5,2.0
3831,03-16,2020-03-16,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,4,1.0
3832,03-19,2020-03-19,Middlesex,Life Care Center of Nashoba Valley - SNF,191 Foster St,Littleton,MA,01460,1,1.0
3833,03-19,2020-03-19,Worcester,UMass Memorial - Leominster Urgent Care,510 N Main St.,Leominster,MA,01453,1,0.0
3834,03-22,2020-03-22,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,5,2.0
3835,03-22,2020-03-22,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,2,0.0
3836,01-02,2020-01-02,Suffolk,Brigham and Women's Faulkner Hospital,1153 Centre St,Boston,MA,02130,2,1.0
3837,01-05,2020-01-05,Hampden,Mercy Medical Center - MA,271 Carew St,Springfield,MA,01104,1,0.0
3838,01-07,2020-01-07,Hampden,Holyoke Medical Center,575 Beech St,Holyoke,MA,01040,2,0.0
3839,01-11,2020-01-11,Worcester,Life Care Center - The Highlands - SNF,335 Nichols St,Fitchburg,MA,01420,1,0.0
3840,01-28,2020-01-28,Essex,Holy Family Hospital - Methuen,70 East St.,Methuen,MA,01844,2,0.0
3841,01-28,2020-01-28,Suffolk,Spaulding Outpatient Center Brighton,20 Guest St,Brighton,MA,02135,1,1.0
3842,02-04,2020-02-04,Worcester,Saint Vincent Hospital,123 Summer St.,Worchester,MA,01608,4,0.0
3843,02-06,2020-02-06,Middlesex,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,7,5.0
3844,02-11,2020-02-11,Middlesex,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,5,5.0
3845,02-20,2020-02-20,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,5,1.0
3846,02-23,2020-02-23,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,4,2.0
3847,03-10,2020-03-10,Essex,Lahey Hospital - Peabody,1 Essex Center Dr,Peabody,MA,01960,1,0.0
3848,03-11,2020-03-11,Essex,Holy Family Hospital-Haverhill,140 Lincoln Ave.,Haverhill,MA,01830,3,0.0
3849,03-18,2020-03-18,Franklin,Baystate Franklin Medical Center,164 High St,Greenfield,MA,01301,1,0.0
3850,03-18,2020-03-18,Middlesex,UMass Memorial - Marlborough,159 Union St Suite 103,Marlborough,MA,01752,2,0.0
3851,03-21,2020-03-21,Bristol,Charlton Memorial Hospital,363 Highland Ave,Fall River,MA,02720,1,0.0
3852,03-21,2020-03-21,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,3,0.0
3853,03-21,2020-03-21,Worcester,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,1,0.0
3854,03-26,2020-03-26,Essex,Addison Gilbert Hospital,298 Washington St,Gloucester,MA,01930,1,0.0
3855,01-02,2020-01-02,Middlesex,Emerson Hospital,133 Old Rd to 9 Acre Corner,Concord,MA,01742,2,0.0
3856,01-02,2020-01-02,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,3,1.0
3857,01-07,2020-01-07,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,7,0.0
3858,01-07,2020-01-07,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,4,0.0
3859,01-18,2020-01-18,Suffolk,Carney Hospital,2100 Dorchester Ave,Dorchester,MA,02124,2,0.0
3860,01-19,2020-01-19,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,2,0.0
3861,01-22,2020-01-22,Essex,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,1,0.0
3862,01-25,2020-01-25,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,2,0.0
3863,01-25,2020-01-25,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,6,0.0
3864,02-02,2020-02-02,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,3,1.0
3865,02-07,2020-02-07,Essex,Holy Family Hospital-Haverhill,140 Lincoln Ave.,Haverhill,MA,01830,7,0.0
3866,02-13,2020-02-13,Bristol,Saint Anne's Hospital,795 Middle St.,Fall River,MA,02721,8,0.0
3867,02-18,2020-02-18,0,Harrington Hospital,100 South Street,Southbridge,MA,1550,2,0.0
3868,03-02,2020-03-02,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,5,2.0
3869,03-06,2020-03-06,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,10,5.0
3870,03-12,2020-03-12,Hampden,Baystate Noble Hospital,115 West Silver Street,Westfield,MA,01085,4,0.0
3871,03-19,2020-03-19,Bristol,Charlton Memorial Hospital,363 Highland Ave,Fall River,MA,02720,2,0.0
3872,03-24,2020-03-24,Suffolk,Brigham And Women's Hospital,75 Francis St,Boston,MA,02115,5,2.0
3873,03-24,2020-03-24,Worcester,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,1,0.0
3874,01-07,2020-01-07,Plymouth,Good Samaritan Medical Center,235 North Pearl St.,Brockton,MA,02301,15,1.0
3875,01-08,2020-01-08,Essex,NHA-Country Center for Health & Rehab - SNF,180 Low St,Newburyport,MA,01950,1,1.0
3876,01-08,2020-01-08,Hampden,Baystate Noble Hospital,115 West Silver Street,Westfield,MA,01085,2,0.0
3877,01-09,2020-01-09,Worcester,UMass Memorial Medical Center,119 Belmont Street,Worcester,MA,01605,4,0.0
3878,01-20,2020-01-20,Bristol,Charlton Memorial Hospital,363 Highland Ave,Fall River,MA,02720,5,5.0
3879,01-24,2020-01-24,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,4,1.0
3880,01-26,2020-01-26,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,5,0.0
3881,01-28,2020-01-28,Plymouth,Tobey Hospital,43 High Street,Wareham,MA,02571,1,1.0
3882,01-29,2020-01-29,Suffolk,Tufts Medical Center,"800 Washington St,",Boston,MA,02111,1,0.0
3883,01-30,2020-01-30,Suffolk,Brigham And Women's Hospital,75 Francis St,Boston,MA,02115,10,2.0
3884,02-05,2020-02-05,Hampden,Holyoke Medical Center,575 Beech St,Holyoke,MA,01040,1,0.0
3885,02-06,2020-02-06,Worcester,UMass Memorial Medical Center,119 Belmont Street,Worcester,MA,01605,4,0.0
3886,02-07,2020-02-07,Essex,North Shore Medical Center - Salem,81 Highland Ave,Salem,MA,01970,6,2.0
3887,02-09,2020-02-09,Hampden,Holyoke Medical Center,575 Beech St,Holyoke,MA,01040,1,0.0
3888,02-09,2020-02-09,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,6,0.0
3889,02-18,2020-02-18,Norfolk,Next Step - Walpole HealthCare - SNF,160 Main St.,Walpole,MA,02081,1,0.0
3890,02-20,2020-02-20,Suffolk,Brigham And Women's Hospital,75 Francis St,Boston,MA,02115,4,1.0
3891,02-25,2020-02-25,Suffolk,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,5,1.0
3892,03-01,2020-03-01,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,6,3.0
3893,03-03,2020-03-03,Middlesex,Metrowest Medical Center - Leonard Morse Hospital,67 Union St,Natick,MA,01760,1,0.0
3894,03-04,2020-03-04,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,2,0.0
3895,03-04,2020-03-04,Suffolk,Brigham And Women's Hospital,75 Francis St,Boston,MA,02115,10,4.0
3896,03-17,2020-03-17,Hampshire,Cooley Dickinson Hospital,30 Locust Street (Route 9),Northampton,MA,01061,2,2.0
3897,03-20,2020-03-20,Bristol,Morton Hospital,88 Washington St.,Taunton,MA,02780,2,0.0
3898,01-07,2020-01-07,Worcester,Athena Healthcare - Webster Manor Healthcare Center - SNF,745 School St,Webster,MA,01570,1,0.0
3899,01-07,2020-01-07,Worcester,UMass Memorial - Medical Center University,55 N Lake Ave.,Worcester,MA,01655,13,6.0
3900,01-14,2020-01-14,Suffolk,Boston Medical Center,1 Boston Medical Center Pl,Boston,MA,02118,6,4.0
3901,01-15,2020-01-15,Middlesex,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,7,5.0
3902,01-26,2020-01-26,Middlesex,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,4,1.0
3903,01-29,2020-01-29,Middlesex,Lowell General Saints Campus,1 Hospital Dr,Lowell,MA,01852,2,1.0
3904,01-31,2020-01-31,Worcester,Milford Regional Medical Center,14 Prospect Street,Milford,MA,01757,4,1.0
3905,02-20,2020-02-20,Essex,Holy Family Hospital - Methuen,70 East St.,Methuen,MA,01844,1,0.0
3906,02-25,2020-02-25,Middlesex,Newton-Wellesley Hospital,2014 Washington St,Newton,MA,02462,6,4.0
3907,03-03,2020-03-03,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,7,3.0
3908,03-04,2020-03-04,Middlesex,UMass Memorial - Marlborough,159 Union St Suite 103,Marlborough,MA,01752,2,0.0
3909,03-12,2020-03-12,Suffolk,Spaulding Rehabiliation Hospital - Boston,300 First Avenue,Charlestown,MA,02129,2,0.0
3910,03-14,2020-03-14,Norfolk,Norwood Hospital,800 Washington St.,Norwood,MA,02062,8,0.0
3911,03-15,2020-03-15,Middlesex,UMass Memorial - Marlborough,159 Union St Suite 103,Marlborough,MA,01752,2,0.0
3912,03-20,2020-03-20,Norfolk,Hancock Park Rehab & Nursing Center - SNF,164 Parkingway,Quincy,MA,02169,1,1.0
3913,03-21,2020-03-21,Suffolk,Spaulding Rehabiliation Hospital - Boston,300 First Avenue,Charlestown,MA,02129,1,0.0
3914,03-26,2020-03-26,Essex,Lawrence General Hospital,1 General St,Lawrence,MA,01841,1,0.0
3915,01-06,2020-01-06,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,3,1.0
3916,01-07,2020-01-07,Hampden,Baystate Noble Hospital,115 West Silver Street,Westfield,MA,01085,3,0.0
3917,01-11,2020-01-11,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,15,6.0
3918,01-13,2020-01-13,Middlesex,Mount Auburn Hospital,330 MOUNT AUBURN ST,CAMBRIDGE,MA,02138,6,2.0
3919,01-15,2020-01-15,Middlesex,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,8,4.0
3920,01-20,2020-01-20,Essex,Holy Family Hospital-Haverhill,140 Lincoln Ave.,Haverhill,MA,01830,1,0.0
3921,01-27,2020-01-27,Essex,Lawrence General Hospital,1 General St,Lawrence,MA,01841,3,2.0
3922,01-29,2020-01-29,Bristol,Athena Healthcare - Southeast Health Care Center - SNF,184 Lincoln St,North Easton,MA,02356,1,1.0
3923,02-02,2020-02-02,Worcester,Saint Vincent Hospital,123 Summer St.,Worchester,MA,01608,6,0.0
3924,02-16,2020-02-16,Worcester,Saint Vincent Hospital,123 Summer St.,Worchester,MA,01608,3,0.0
3925,03-11,2020-03-11,0,Beth Israel Deaconess Medical Center,330 Brookline Avenue,Boston,MA,0225,5,0.0
3926,03-19,2020-03-19,Worcester,Heywood Hospital,242 Green Street,Gardner,MA,01440,1,0.0
3927,03-21,2020-03-21,Middlesex,Metrowest Medical Center - Framingham,115 LINCOLN ST,FRAMINGHAM,MA,01702,3,0.0
3928,03-22,2020-03-22,Franklin,Charlene Manor Extended Care,130 Colrain Rd.,Greenfield,MA,01301,1,0.0
3929,03-26,2020-03-26,Suffolk,Massachusetts General Hospital,55 Fruit Street,Boston,MA,02114,5,2.0
3930,03-27,2020-03-27,Hampshire,Baystate Mary Lane Outpatient Center,85 South St,Ware,MA,01082,2,0.0
3931,03-29,2020-03-29,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,4,3.0
3932,01-05,2020-01-05,Bristol,St. Luke's Hospital,101 Page Street,New Bedford,MA,02740,5,4.0
3933,01-10,2020-01-10,Suffolk,St. Elizabeth's Medical Center,736 Cambridge St.,Brighton,MA,02135,5,0.0
3934,01-14,2020-01-14,Essex,Beverly Hospital,85 Herrick St,Beverly,MA,01915,3,1.0
3935,01-17,2020-01-17,Norfolk,South Shore Hospital,55 Fogg Road,South Weymouth,MA,02190,12,6.0
3936,01-17,2020-01-17,Worcester,UMass Memorial - HealthAlliance,60 Hospital Rd.,Leominster,MA,01453,5,2.0
