,ENCOUNTER_FACILITY_NAME,ENCOUNTER_FACILITY_STREET,ENCOUNTER_FACILITY_CITY,ENCOUNTER_FACILITY_STATE,ENCOUNTER_FACILITY_ZIP,facility_county,yyyy_mm_dd,mm_dd,mem_cnt
3622,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-01-17,01-17,1
3623,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-03-12,03-12,1
3624,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-03-20,03-20,1
3625,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-02-01,02-01,1
3626,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-03-21,03-21,1
3627,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-01-31,01-31,1
3628,Harrington HealthCare at Webster,340 Thompson Road,Webster,MA,01570,Worcester,2020-02-03,02-03,1
3629,Whittier - Bradford Transitional Care Unit,145 Ward Hill Avenue,Bradford,MA,01835,Essex,2020-01-09,01-09,1
3630,Whittier - Bradford Transitional Care Unit,145 Ward Hill Avenue,Bradford,MA,01835,Essex,2020-01-04,01-04,1
3631,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-22,01-22,10
3632,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-21,01-21,6
3633,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-02-25,02-25,4
3634,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-02-11,02-11,10
3635,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-18,03-18,1
3636,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-02-10,02-10,3
3637,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-02-18,02-18,5
3638,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-19,03-19,4
3639,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-14,03-14,7
3640,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-02-09,02-09,7
3641,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-11,03-11,2
3642,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-16,03-16,8
3643,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-23,01-23,7
3644,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-12,03-12,7
3645,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-02,03-02,6
3646,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-20,03-20,2
3647,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-10,03-10,2
3648,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-06,03-06,3
3649,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-02-07,02-07,4
3650,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-30,01-30,4
3651,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-02-01,02-01,4
3652,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-17,03-17,6
3653,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-01,03-01,4
3654,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-13,01-13,7
3655,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-15,03-15,7
3656,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-02-02,02-02,3
3657,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-11,01-11,6
3658,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-02-23,02-23,6
3659,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-02-28,02-28,6
3660,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-02-04,02-04,7
3661,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-02-06,02-06,7
3662,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-18,01-18,5
3663,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-09,01-09,5
3664,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-02-20,02-20,3
3665,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-02,01-02,3
3666,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-02-21,02-21,4
3667,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-07,03-07,2
3668,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-02-13,02-13,2
3669,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-07,01-07,3
3670,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-03,03-03,5
3671,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-04,01-04,2
3672,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-27,01-27,3
3673,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-15,01-15,8
3674,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-04,03-04,4
3675,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-05,01-05,6
3676,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-20,01-20,3
3677,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-02-03,02-03,4
3678,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-16,01-16,8
3679,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-02-16,02-16,7
3680,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-13,03-13,3
3681,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-01,01-01,3
3682,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-03,01-03,4
3683,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-08,03-08,5
3684,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-21,03-21,3
3685,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-26,01-26,4
3686,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-31,01-31,5
3687,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-24,01-24,3
3688,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-08,01-08,5
3689,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-06,01-06,3
3690,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-17,01-17,2
3691,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-02-05,02-05,4
3692,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-09,03-09,2
3693,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-25,01-25,4
3694,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-28,01-28,2
3695,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-29,01-29,3
3696,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-10,01-10,3
3697,Salter - Winchester Nursing & Rehab - SNF,223 Swanton St,Winchester,MA,01890,Middlesex,2020-03-18,03-18,1
3698,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-19,01-19,2
3699,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-22,03-22,3
3700,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-05,03-05,2
3701,Salter - Winchester Nursing & Rehab - SNF,223 Swanton St,Winchester,MA,01890,Middlesex,2020-01-07,01-07,1
3702,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-03-23,03-23,5
3703,Winchester Hospital,41 Highland Ave,Winchester,MA,01890,Middlesex,2020-01-14,01-14,3
3704,Salter - Winchester Nursing & Rehab - SNF,223 Swanton St,Winchester,MA,01890,Middlesex,2020-02-05,02-05,1
3705,Salter - Winchester Nursing & Rehab - SNF,223 Swanton St,Winchester,MA,01890,Middlesex,2020-03-04,03-04,1
3706,Salter - Winchester Nursing & Rehab - SNF,223 Swanton St,Winchester,MA,01890,Middlesex,2020-03-19,03-19,1
3707,Salter - Winchester Nursing & Rehab - SNF,223 Swanton St,Winchester,MA,01890,Middlesex,2020-03-01,03-01,1
3708,Salter - Winchester Nursing & Rehab - SNF,223 Swanton St,Winchester,MA,01890,Middlesex,2020-02-16,02-16,1
3709,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-02-21,02-21,5
3710,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-28,01-28,4
3711,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-02-02,02-02,4
3712,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-14,01-14,4
3713,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-16,01-16,5
3714,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-02-20,02-20,1
3715,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-09,01-09,4
3716,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-24,01-24,5
3717,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-12,03-12,10
3718,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-11,03-11,9
3719,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-02,03-02,5
3720,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-29,01-29,3
3721,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-17,03-17,5
3722,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-17,01-17,4
3723,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-18,03-18,6
3724,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-02,01-02,4
3725,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-13,03-13,6
3726,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-04,03-04,4
3727,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-02-04,02-04,4
3728,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-02-25,02-25,8
3729,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-14,03-14,5
3730,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-21,01-21,4
3731,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-02-07,02-07,6
3732,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-11,01-11,6
3733,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-04,01-04,5
3734,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-27,01-27,7
3735,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-23,01-23,4
3736,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-15,03-15,5
3737,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-31,01-31,8
3738,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-02-09,02-09,3
3739,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-19,03-19,6
3740,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-09,03-09,4
3741,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-02-03,02-03,8
3742,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-02-10,02-10,4
3743,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-30,01-30,3
3744,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-22,01-22,6
3745,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-26,01-26,5
3746,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-05,01-05,6
3747,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-03,01-03,7
3748,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-05,03-05,6
3749,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-02-05,02-05,7
3750,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-21,03-21,4
3751,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-03,03-03,5
3752,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-02-18,02-18,4
3753,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-08,01-08,9
3754,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-07,03-07,10
3755,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-19,01-19,2
3756,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-16,03-16,1
3757,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-18,01-18,3
3758,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-06,03-06,7
3759,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-06,01-06,9
3760,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-02-11,02-11,4
3761,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-15,01-15,7
3762,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-13,01-13,4
3763,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-25,01-25,4
3764,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-23,03-23,2
3765,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-20,03-20,3
3766,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-07,01-07,8
3767,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-02-28,02-28,4
3768,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-02-01,02-01,4
3769,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-20,01-20,5
3770,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-02-16,02-16,3
3771,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-10,01-10,4
3772,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-02-23,02-23,3
3773,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-22,03-22,1
3774,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-02-13,02-13,4
3775,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-02-06,02-06,2
3776,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-10,03-10,2
3777,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-01,03-01,2
3778,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-08,03-08,1
3779,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-03-24,03-24,1
3780,Lahey Hospital - Burlington,41 Burlington Mall Road,Burlington,MA,01805,Middlesex,2020-01-01,01-01,1
3781,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-01-22,01-22,1
3782,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-02-18,02-18,4
3783,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-03-24,03-24,3
3784,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-01-08,01-08,5
3785,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-01-06,01-06,3
3786,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-01-03,01-03,4
3787,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-01-01,01-01,4
3788,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-03-01,03-01,3
3789,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-01-25,01-25,2
3790,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-02-28,02-28,3
3791,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-02-23,02-23,4
3792,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-02-01,02-01,1
3793,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-03-11,03-11,3
3794,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-03-20,03-20,1
3795,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-03-07,03-07,4
3796,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-01-28,01-28,2
3797,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-02-03,02-03,2
3798,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-01-10,01-10,3
3799,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-01-27,01-27,2
3800,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-01-07,01-07,4
3801,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-01-05,01-05,2
3802,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-01-31,01-31,2
3803,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-03-03,03-03,3
3804,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-01-13,01-13,3
3805,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-01-02,01-02,2
3806,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-03-10,03-10,5
3807,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-03-09,03-09,3
3808,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-03-05,03-05,3
3809,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-02-16,02-16,2
3810,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-02-05,02-05,2
3811,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-02-07,02-07,4
3812,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-03-17,03-17,2
3813,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-03-04,03-04,2
3814,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-02-06,02-06,1
3815,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-03-15,03-15,3
3816,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-02-20,02-20,2
3817,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-01-26,01-26,4
3818,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-01-29,01-29,3
3819,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-01-30,01-30,4
3820,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-02-09,02-09,3
3821,NHA-Country Center for Health & Rehab - SNF,180 Low St,Newburyport,MA,01950,Essex,2020-01-07,01-07,1
3822,NHA-Country Center for Health & Rehab - SNF,180 Low St,Newburyport,MA,01950,Essex,2020-02-25,02-25,1
3823,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-03-12,03-12,3
3824,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-03-13,03-13,2
3825,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-02-10,02-10,1
3826,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-03-19,03-19,1
3827,NHA-Country Center for Health & Rehab - SNF,180 Low St,Newburyport,MA,01950,Essex,2020-03-14,03-14,1
3828,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-02-25,02-25,1
3829,NHA-Country Center for Health & Rehab - SNF,180 Low St,Newburyport,MA,01950,Essex,2020-03-23,03-23,2
3830,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-03-14,03-14,2
3831,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-01-21,01-21,1
3832,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-03-08,03-08,4
3833,NHA-Country Center for Health & Rehab - SNF,180 Low St,Newburyport,MA,01950,Essex,2020-02-11,02-11,1
3834,Anna Jaques Hospital,25 Highland Ave,Newburyport,MA,01950,Essex,2020-01-04,01-04,3
